,rurality,s1 score,s2 score,s3 score,uw gamsat,w gamsat,offer uni,offer uni gpa,offer uni gamsat,offer uni place type,offer uni preference,interviewed?,interview uni,interview uni gpa,interview uni gamsat,places selected,interview uni preference,deakin bonus,anu bonus,mq bonus (gpa),casper quartile,uq rmp tier,gemsas over other?,interview opinion,notes,year,interview prep hours,other rejections,marker,interview opinion discrete,interview prep hours discrete
754,Non-Rural,67,70,75,70.67,71.75,The University of Notre Dame Sydney,6.479,70.67,CSP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,2,2,0,3rd,,Yes,Well,,2023,26-50,,CSP,4,3.0
755,Rural,56,69,54,59.67,58.25,The University of Queensland (RMP),6.842,59.67,CSP,2.0,No,Griffith University,6.851,58.25,"['CSP', 'BMP']",1.0,0,0,0,,Tier 1 (DD RMP),Yes,Unsure,,2023,11-25,,CSP,3,2.0
756,Non-Rural,70,72,74,72.0,72.5,,,,,,,The University of Notre Dame Sydney,6.65,72.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,3rd,,,Poorly,,2023,11-25,"ANU, MQ, UniMelb, UNDF","['CSP', 'BMP', 'FFP']",2,2.0
757,Non-Rural,71,75,58,68.0,65.5,The University of Western Australia,7.0,65.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Yes,Unsure,,2023,6-10,,CSP,3,1.0
758,Non-Rural,67,64,95,75.33,80.25,Deakin University,7.0,80.25,CSP,2.0,No,The University of Melbourne,6.708,75.33,"['CSP', 'BMP']",1.0,2,2,0,,,Yes,Very poorly,gam applicant,2023,26-50,,CSP,1,3.0
759,Non-Rural,63,66,65,64.67,64.75,The University of Western Australia,6.958,64.75,CSP,4.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,1st,,No,Well,,2023,26-50,,CSP,4,3.0
760,Non-Rural,65,70,62,65.67,64.75,The University of Notre Dame Sydney,6.49,65.67,FFP,3.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,2,0,0,4th,,No,Well,,2023,11-25,,FFP,4,2.0
761,Non-Rural,68,70,73,70.33,71.0,The University of Melbourne,7.0,70.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,0,,Tier 3,Yes,Well,,2023,11-25,,CSP,4,2.0
762,Non-Rural,69,70,68,69.0,68.75,The University of Notre Dame Fremantle,6.463,69.0,CSP,3.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,6,2,0,4th,,Yes,Very well,,2023,51-100,,CSP,5,4.0
763,Non-Rural,59,72,67,66.0,66.25,The University of Queensland (RMP),7.0,66.0,CSP,1.0,Yes,,,,['CSP'],,0,2,0,4th,Tier 3,Yes,Well,,2023,51-100,,CSP,4,4.0
764,Non-Rural,70,69,65,68.0,67.25,The University of Notre Dame Sydney,6.688,68.0,FFP,3.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,2,2,0,4th,,Yes,Very well,,2023,26-50,,FFP,5,3.0
765,Rural,66,73,77,72.0,73.25,The University of Melbourne,6.4,72.0,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,4,0,0,,,Yes,Well,,2023,26-50,,BMP,4,3.0
766,Non-Rural,58,56,61,58.33,59.0,,,,,,,The University of Melbourne,6.915,58.33,"['CSP', 'BMP']",1.0,4,4,0,,,,Poorly,gam application,2023,26-50,"ANU, Deakin, Griffith, UQ","['CSP', 'BMP']",2,3.0
767,Rural,57,64,61,60.67,60.75,The University of Melbourne,6.8,60.67,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,4,0,0,3rd,,Yes,Unsure,,2023,6-10,,CSP,3,1.0
768,Non-Rural,63,84,70,72.33,71.75,The University of Melbourne,6.844,72.33,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,4th,,Unsure,Poorly,gam,2023,51-100,,BMP,2,4.0
769,Rural,72,62,54,62.67,60.5,Deakin University,6.89,60.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,12,0,0,,,Yes,Unsure,deakin rts tier 1,2023,11-25,,CSP,3,2.0
770,Rural,62,67,61,63.33,62.75,The University of Queensland (RMP),5.99,63.33,BMP,3.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 2,Yes,Unsure,,2023,0-5,,BMP,3,0.0
771,Non-Rural,61,62,82,68.33,71.75,Griffith University,7.0,71.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,1st,,Yes,Well,,2023,26-50,,CSP,4,3.0
772,Non-Rural,65,73,68,68.67,68.5,,,,,,,Australian National University,6.9,68.5,"['CSP', 'BMP', 'FFP']",1.0,0,2,3,,Tier 3,,Well,,2023,26-50,"Griffith, MQ, UniMelb, UQ, UWA","['CSP', 'BMP', 'FFP']",4,3.0
773,Rural,63,73,69,68.33,68.5,The University of Wollongong,5.5,68.5,CSP,2.0,No,The University of Melbourne,6.625,68.33,"['CSP', 'BMP']",1.0,8,0,0,2nd,,No,Well,gam,2023,26-50,,CSP,4,3.0
774,Non-Rural,67,69,83,73.0,75.5,Griffith University,6.688,75.5,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,2,2,0,4th,,Yes,Well,,2023,11-25,,CSP,4,2.0
775,Non-Rural,67,78,93,79.33,82.75,The University of Western Australia,6.688,82.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,0,3rd,,Yes,Unsure,,2023,101-250,,CSP,3,5.0
776,Rural,69,70,67,68.67,68.25,The University of Western Australia,6.4,68.25,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Well,incomplete masters recognised at uwa not other unis,2023,0-5,,BMP,4,0.0
777,Non-Rural,59,65,85,69.67,73.5,The University of Melbourne,7.0,69.67,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Unsure,,2023,11-25,,CSP,3,2.0
778,Non-Rural,67,61,97,75.0,80.5,The University of Melbourne,7.0,75.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Very poorly,,2023,26-50,,CSP,1,3.0
779,Non-Rural,62,68,90,73.33,77.5,Griffith University,6.23,77.5,CSP,4.0,No,Macquarie University,6.23,77.5,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,Yes,Unsure,,2023,6-10,"UNDS, UQ",CSP,3,1.0
780,Non-Rural,66,79,76,73.67,74.25,The University of Melbourne,6.69,73.67,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,,,Yes,Well,,2023,51-100,,CSP,4,4.0
781,Non-Rural,71,65,84,73.33,76.0,,,,,,,The University of Notre Dame Fremantle,6.625,73.33,"['CSP', 'BMP']",1.0,0,0,0,1st,,,Well,undf wa residency,2023,11-25,"ANU, Deakin, Griffith, UNDS, UWA","['CSP', 'BMP']",4,2.0
782,Rural,70,72,51,64.33,61.0,The University of Queensland (RMP),6.493,64.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 1 (DD RMP),Yes,Well,,2023,0-5,,CSP,4,0.0
783,Non-Rural,61,60,90,70.33,75.25,,,,,,,The University of Western Australia,6.65,75.25,"['CSP', 'BMP']",1.0,0,0,0,2nd,,,Very well,,2023,6-10,"Deakin, Griffith, UNDF, UNDS, UQ","['CSP', 'BMP']",5,1.0
784,Rural,58,64,60,60.67,60.5,Deakin University,6.0,60.5,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,14,0,0,,,Yes,Very well,,2023,11-25,,BMP,5,2.0
785,Non-Rural,58,70,69,65.67,66.5,The University of Queensland (RMP),7.0,65.67,CSP,1.0,Yes,,,,['CSP'],,2,2,0,1st,Tier 3,Yes,Unsure,"selected bundaberg as uq campus preference, was given this allocation.",2023,11-25,,CSP,3,2.0
786,Non-Rural,64,76,62,67.33,66.0,,,,,,,The University of Western Australia,6.969,66.0,"['CSP', 'BMP', 'FFP']",2.0,0,0,0,3rd,,,Well,,2023,11-25,"Griffith, UNDF, UNDS, UoW","['CSP', 'BMP', 'FFP']",4,2.0
787,Non-Rural,68,75,91,78.0,81.25,The University of Melbourne,6.81,78.0,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Well,,2023,51-100,,CSP,4,4.0
788,Non-Rural,67,67,74,69.33,70.5,Macquarie University,6.73,70.5,FFP,1.0,Yes,,,,"['CSP', 'FFP']",,0,0,0,4th,,No,Well,,2023,51-100,,FFP,4,4.0
789,Non-Rural,65,68,80,71.0,73.25,The University of Melbourne,7.0,71.0,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Yes,Unsure,,2023,26-50,,CSP,3,3.0
790,Non-Rural,61,71,64,65.33,65.0,The University of Notre Dame Fremantle,6.985,65.33,CSP,5.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Yes,Unsure,,2023,101-250,,CSP,3,5.0
791,Non-Rural,69,65,66,66.67,66.5,The University of Notre Dame Fremantle,6.875,66.67,BMP,4.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Yes,Unsure,,2023,0-5,,BMP,3,0.0
792,Non-Rural,69,75,62,68.67,67.0,The University of Melbourne,6.981,68.67,BMP,2.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,4th,,Yes,Well,,2023,11-25,,BMP,4,2.0
793,Non-Rural,66,73,75,71.33,72.25,The University of Notre Dame Sydney,6.5,71.33,FFP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,2,0,0,3rd,,Yes,Unsure,,2023,11-25,,FFP,3,2.0
794,Non-Rural,63,72,70,68.33,68.75,The University of Wollongong,5.5,68.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,6,2,0,3rd,,Yes,Well,strong portfolio,2023,26-50,,CSP,4,3.0
795,Non-Rural,64,61,73,66.0,67.75,Griffith University,7.0,67.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,4,0,,Tier 3,Yes,Well,,2023,0-5,,CSP,4,0.0
796,Rural,60,70,60,63.33,62.5,The University of Queensland (RMP),6.2,63.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 1 (DD RMP),Yes,Well,,2023,26-50,,CSP,4,3.0
797,Non-Rural,75,77,72,74.67,74.0,The University of Melbourne,6.875,74.67,CSP,1.0,Yes,,,,['CSP'],,0,2,0,,,Yes,Well,,2023,51-100,,CSP,4,4.0
798,Non-Rural,66,66,67,66.33,66.5,The University of Western Australia,6.91,66.5,CSP,5.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Unsure,Well,,2023,11-25,,CSP,4,2.0
799,Non-Rural,57,61,71,63.0,65.0,,,,,,,Macquarie University,6.938,65.0,"['CSP', 'BMP', 'FFP']",2.0,0,2,3,2nd,,,Unsure,,2023,11-25,"UNDF, UNDS, UQ, UoW","['CSP', 'BMP', 'FFP']",3,2.0
800,Non-Rural,84,63,87,78.0,80.25,,,,,,,The University of Melbourne,6.77,78.0,"['CSP', 'BMP']",1.0,0,0,0,,,,Well,,2023,0-5,,"['CSP', 'BMP']",4,0.0
801,Non-Rural,68,70,74,70.67,71.5,,,,,,,The University of Notre Dame Fremantle,6.495,70.67,"['CSP', 'BMP']",2.0,2,2,0,3rd,,,Well,wa residency,2023,6-10,"ANU, Deakin, Griffith, UQ, UWA","['CSP', 'BMP']",4,1.0
802,Non-Rural,62,64,82,69.33,72.5,The University of Queensland (RMP),6.41,69.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,3,3rd,Tier 3,Yes,Well,uqrmp- rocky,2023,51-100,,CSP,4,4.0
803,Rural,64,51,67,60.67,62.25,,,,,,,The University of Queensland (Metro),7.0,60.67,"['CSP', 'BMP']",1.0,0,0,0,,,,Unsure,,2023,11-25,,"['CSP', 'BMP']",3,2.0
804,Non-Rural,61,60,74,65.0,67.25,The University of Wollongong,5.5,67.25,BMP,4.0,Yes,,,,"['CSP', 'BMP']",,4,2,0,4th,,Yes,Well,,2023,6-10,,BMP,4,1.0
805,Non-Rural,66,70,74,70.0,71.0,The University of Melbourne,6.938,70.0,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Unsure,,2023,51-100,,CSP,3,4.0
806,Non-Rural,63,78,62,67.67,66.25,Macquarie University,6.7,66.25,FFP,5.0,No,The University of Wollongong,5.5,66.25,"['CSP', 'BMP', 'FFP']",4.0,0,0,3,4th,,Yes,Very well,,2023,26-50,,FFP,5,3.0
807,Rural,55,60,64,59.67,60.75,The University of Queensland (RMP),6.6,59.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 3,No,Well,,2023,0-5,,CSP,4,0.0
808,Non-Rural,50,62,74,62.0,65.0,,,,,,,The University of Wollongong,5.5,65.0,"['CSP', 'BMP', 'FFP']",3.0,0,0,0,2nd,,,Well,top 20% in portfolio,2023,51-100,"Griffith, MQ, UNDS","['CSP', 'BMP', 'FFP']",4,4.0
809,Rural,63,83,54,66.67,63.5,The University of Melbourne,7.0,66.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Very well,"gam, first time applicant and first time gamsat score used",2023,11-25,,CSP,5,2.0
810,Non-Rural,65,59,73,65.67,67.5,The University of Notre Dame Sydney,6.9,65.67,CSP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Yes,Unsure,,2023,11-25,,CSP,3,2.0
811,Rural,91,90,74,85.0,82.25,The University of Melbourne,6.89,85.0,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Unsure,Very well,,2023,0-5,,CSP,5,0.0
812,Non-Rural,64,68,76,69.33,71.0,The University of Queensland (Metro),7.0,69.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Unsure,,2023,11-25,,CSP,3,2.0
813,Rural,59,65,53,59.0,57.5,Griffith University,6.906,57.5,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 1 (CQ-WB RMP),Yes,Well,,2023,51-100,,BMP,4,4.0
814,Rural,58,70,55,61.0,59.5,The University of Western Australia,6.8,59.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Unsure,Well,rural - mm4,2023,6-10,,CSP,4,1.0
815,Non-Rural,66,81,61,69.33,67.25,The University of Queensland (Metro),7.0,69.33,CSP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Unsure,Very well,,2023,6-10,,CSP,5,1.0
816,Non-Rural,57,73,74,68.0,69.5,The University of Melbourne,7.0,68.0,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,,,Yes,Unsure,,2023,26-50,,CSP,3,3.0
817,Non-Rural,59,72,69,66.67,67.25,Macquarie University,7.0,67.25,FFP,3.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,3,2nd,,Yes,Well,,2023,51-100,,FFP,4,4.0
818,Non-Rural,56,67,68,63.67,64.75,The University of Notre Dame Sydney,6.728,63.67,FFP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,4,2,0,4th,Tier 3,Yes,Unsure,,2023,11-25,,FFP,3,2.0
819,Non-Rural,63,60,62,61.67,61.75,The University of Notre Dame Sydney,6.892,61.67,FFP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Yes,Unsure,,2023,51-100,,FFP,3,4.0
820,Non-Rural,63,78,84,75.0,77.25,,,,,,,The University of Melbourne,6.838,75.0,"['CSP', 'BMP']",1.0,0,0,0,,,,Poorly,,2023,51-100,"Deakin, Griffith, UQ, UWA","['CSP', 'BMP']",2,4.0
821,Non-Rural,50,73,66,63.0,63.75,The University of Notre Dame Fremantle,6.431,63.0,BMP,2.0,Yes,,,,['BMP'],,0,0,0,4th,,Yes,Very well,"wa residency, above average portfolio",2023,101-250,,BMP,5,5.0
822,Non-Rural,58,61,64,61.0,61.75,The University of Notre Dame Fremantle,6.875,61.0,CSP,4.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,4,0,0,4th,,Unsure,Well,experience in healthcare as a registered nurse,2023,11-25,,CSP,4,2.0
823,Non-Rural,58,66,64,62.67,63.0,Macquarie University,7.0,63.0,FFP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,3,4th,,Yes,Well,,2023,51-100,,FFP,4,4.0
824,Non-Rural,78,52,83,71.0,74.0,,,,,,,The University of Notre Dame Fremantle,6.47,71.0,"['CSP', 'BMP']",1.0,0,0,0,3rd,,,Very well,wa resident,2023,6-10,UWA,"['CSP', 'BMP']",5,1.0
825,Non-Rural,61,73,89,74.33,78.0,The University of Melbourne,7.0,74.33,FFP,1.0,Yes,,,,"['CSP', 'FFP']",,0,0,0,,,Yes,Very poorly,,2023,26-50,,FFP,1,3.0
826,Non-Rural,68,57,71,65.33,66.75,Deakin University,6.6,66.75,CSP,2.0,No,The University of Wollongong,5.5,66.75,"['CSP', 'BMP']",1.0,6,0,0,3rd,,Yes,Well,,2023,101-250,,CSP,4,5.0
827,Non-Rural,67,71,81,73.0,75.0,The University of Melbourne,6.888,73.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Poorly,,2023,101-250,,CSP,2,5.0
828,Non-Rural,62,67,70,66.33,67.25,Deakin University,7.0,67.25,CSP,3.0,Yes,,,,['CSP'],,4,0,0,,,Yes,Poorly,,2023,51-100,,CSP,2,4.0
829,Non-Rural,60,75,70,68.33,68.75,The University of Notre Dame Fremantle,6.73,68.33,CSP,6.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,2,0,0,3rd,,Yes,Well,,2023,51-100,,CSP,4,4.0
830,Non-Rural,66,72,68,68.67,68.5,The University of Western Australia,6.901,68.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Very well,,2023,101-250,,CSP,5,5.0
831,Non-Rural,61,70,79,70.0,72.25,The University of Melbourne,6.91,70.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,,,Yes,Poorly,,2023,26-50,,CSP,2,3.0
832,Rural,59,83,61,67.67,66.0,The University of Melbourne,6.88,67.67,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,,Tier 1 (CQ-WB RMP),No,Very well,,2023,26-50,,BMP,5,3.0
833,Non-Rural,67,75,91,77.67,81.0,The University of Western Australia,6.331,81.0,CSP,4.0,No,The University of Melbourne,6.331,77.67,"['CSP', 'BMP']",1.0,0,0,0,,,Unsure,Well,,2023,26-50,"ANU, Deakin, Griffith",CSP,4,3.0
834,Non-Rural,64,69,65,66.0,65.75,The University of Western Australia,6.8,65.75,CSP,6.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,11-25,,CSP,4,2.0
835,Non-Rural,66,52,78,65.33,68.5,,,,,,,Australian National University,6.903,68.5,"['CSP', 'BMP', 'FFP']",2.0,0,2,0,2nd,,,Unsure,,2023,26-50,"Deakin, Griffith, UNDS, UQ","['CSP', 'BMP', 'FFP']",3,3.0
836,Non-Rural,70,72,65,69.0,68.0,The University of Western Australia,7.0,68.0,CSP,3.0,No,Griffith University,7.0,68.0,"['CSP', 'BMP']",2.0,0,4,0,3rd,,Yes,Unsure,phd,2023,0-5,UQ,CSP,3,0.0
837,Non-Rural,68,78,73,73.0,73.0,The University of Melbourne,6.975,73.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,4,0,0,,,Yes,Unsure,gam applicant,2023,11-25,,CSP,3,2.0
838,Non-Rural,61,65,77,67.67,70.0,The University of Wollongong,5.5,70.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Unsure,strong portfolio in healthcare and regional areas,2023,11-25,,CSP,3,2.0
839,Non-Rural,74,71,63,69.33,67.75,The University of Queensland (Metro),7.0,69.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,11-25,,CSP,4,2.0
840,Non-Rural,67,58,77,67.33,69.75,The University of Notre Dame Fremantle,6.958,67.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Well,wa residency,2023,26-50,,CSP,4,3.0
841,Non-Rural,56,66,67,63.0,64.0,The University of Queensland (RMP),7.0,63.0,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,Tier 3,Yes,Very well,,2023,26-50,,CSP,5,3.0
842,Non-Rural,64,71,65,66.67,66.25,Australian National University,7.0,66.25,CSP,4.0,No,The University of Wollongong,5.5,66.25,"['CSP', 'BMP']",3.0,4,0,0,3rd,,Yes,Well,portfolio in top 20% (as per uow feedback),2023,6-10,"Griffith, UNDS",CSP,4,1.0
843,Non-Rural,62,73,68,67.67,67.75,,,,,,,The University of Queensland (Metro),7.0,67.67,"['CSP', 'FFP']",1.0,0,2,0,3rd,,,Unsure,,2023,26-50,"ANU, Griffith, UniMelb, UNDS, UWA","['CSP', 'FFP']",3,3.0
844,Non-Rural,65,78,78,73.67,74.75,Australian National University,6.896,74.75,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,2,0,4th,,Yes,Well,,2023,101-250,,CSP,4,5.0
845,Rural,62,62,59,61.0,60.5,Australian National University,6.1,60.5,BMP,3.0,Yes,,,,"['CSP', 'BMP']",,10,2,3,,,Yes,Very well,"rural mm7, not sure if that factors in or not but likely how i got to interview stage.",2023,11-25,,BMP,5,2.0
846,Rural,70,65,65,66.67,66.25,The University of Western Australia,7.0,66.25,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,0-5,,CSP,4,0.0
847,Non-Rural,62,68,83,71.0,74.0,Australian National University,6.96,74.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,26-50,,CSP,4,3.0
848,Non-Rural,54,71,71,65.33,66.75,,,,,,,The University of Notre Dame Sydney,7.0,65.33,"['CSP', 'BMP']",4.0,0,0,0,4th,,,Well,,2023,26-50,"Griffith, UQ","['CSP', 'BMP']",4,3.0
849,Non-Rural,68,61,83,70.67,73.75,The University of Melbourne,6.844,70.67,CSP,1.0,Yes,,,,['CSP'],,0,0,0,,,Yes,Well,,2023,51-100,,CSP,4,4.0
850,Rural,57,61,51,56.33,55.0,The University of Western Australia,6.46,55.0,BMP,3.0,No,Deakin University,6.48,55.0,"['CSP', 'BMP']",1.0,10,0,0,,,Yes,Very well,deakin tier 1,2023,0-5,UniMelb,BMP,5,0.0
851,Rural,72,71,50,64.33,60.75,The University of Notre Dame Fremantle,6.2,64.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,No,Well,"rural (mm6), wa residency, previous undf graduate.",2023,6-10,,CSP,4,1.0
852,Non-Rural,63,67,68,66.0,66.5,Griffith University,6.802,66.5,CSP,2.0,No,The University of Queensland (RMP),6.76,66.0,"['CSP', 'BMP', 'FFP']",1.0,2,0,0,4th,Tier 3,Yes,Well,,2023,11-25,,CSP,4,2.0
853,Rural,52,55,63,56.67,58.25,The University of Queensland (RMP),7.0,56.67,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,1st,Tier 1 (CQ-WB RMP),Yes,Unsure,rockhampton,2023,26-50,,BMP,3,3.0
854,Non-Rural,70,74,71,71.67,71.5,Griffith University,6.76,71.5,CSP,2.0,No,The University of Notre Dame Sydney,6.76,71.67,"['CSP', 'BMP']",1.0,0,0,0,4th,,No,Unsure,,2023,0-5,,CSP,3,0.0
855,Non-Rural,66,81,64,70.33,68.75,Deakin University,6.642,68.75,CSP,3.0,No,The University of Queensland (RMP),6.542,70.33,"['CSP', 'BMP']",1.0,4,0,0,4th,Tier 3,Yes,Well,,2023,51-100,"Deakin, Griffith, UNDF, UWA, UoW",CSP,4,4.0
856,Non-Rural,64,72,91,75.67,79.5,The University of Melbourne,6.767,75.67,CSP,2.0,No,The University of Notre Dame Fremantle,6.813,75.67,"['CSP', 'BMP']",1.0,0,0,0,3rd,,Unsure,Unsure,,2023,101-250,"ANU, Deakin, Griffith, UWA",CSP,3,5.0
857,Non-Rural,71,65,70,68.67,69.0,Griffith University,6.743,69.0,CSP,4.0,No,The University of Wollongong,5.5,69.0,"['CSP', 'BMP']",1.0,0,0,0,4th,,No,Unsure,"last year's portfolio = 4th quintile overall. this year same portfolio + additions = 2nd quintile. casper=5th quintile, mmi =4th quintile.",2023,26-50,"ANU, UNDS",CSP,3,3.0
858,Non-Rural,62,68,66,65.33,65.5,,,,,,,Macquarie University,7.0,65.5,"['CSP', 'BMP', 'FFP']",1.0,0,0,3,2nd,,,Unsure,,2023,101-250,"ANU, UNDS, UQ, UoW","['CSP', 'BMP', 'FFP']",3,5.0
859,Non-Rural,61,65,78,68.0,70.5,Griffith University,6.792,70.5,CSP,3.0,No,The University of Notre Dame Sydney,6.844,68.0,"['CSP', 'BMP']",1.0,0,0,0,4th,,Yes,Poorly,,2023,11-25,"ANU, UniMelb, UQ",CSP,2,2.0
860,Non-Rural,61,67,59,62.33,61.5,The University of Notre Dame Sydney,6.698,62.33,FFP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Unsure,Unsure,,2023,26-50,,FFP,3,3.0
861,Non-Rural,61,68,77,68.67,70.75,,,,,,,The University of Wollongong,5.5,70.75,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,2nd,,,Well,,2023,0-5,"ANU, Deakin, UniMelb, UNDF, UNDS","['CSP', 'BMP', 'FFP']",4,0.0
862,Rural,54,60,72,62.0,64.5,Australian National University,6.46,64.5,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,Tier 1 (DD RMP),Unsure,Well,strong uow portfolio,2023,0-5,,BMP,4,0.0
863,Non-Rural,67,68,75,70.0,71.25,Australian National University,6.925,71.25,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,2,2,0,,,No,Well,,2023,11-25,,CSP,4,2.0
864,Rural,75,64,64,67.67,66.75,Deakin University,6.95,66.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,10,0,0,4th,,No,Very well,i will be declining my gemsas offer in favour of flinders. also received a uni melb bmp.,2023,6-10,,CSP,5,1.0
865,Non-Rural,63,73,80,72.0,74.0,Australian National University,6.56,74.0,CSP,3.0,Yes,,,,['CSP'],,0,2,0,,,No,Very well,gam,2023,26-50,,CSP,5,3.0
866,Non-Rural,67,64,86,72.33,75.75,The University of Melbourne,6.688,72.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,0,,,Yes,Unsure,,2023,51-100,,CSP,3,4.0
867,Rural,60,72,50,60.67,58.0,The University of Wollongong,5.5,58.0,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Yes,Unsure,"strong, diverse portfolio- tennis coaching, multiple volunteer roles, marketing for hospital, sports, language, toastmasters",2023,26-50,,BMP,3,3.0
868,Non-Rural,62,68,78,69.33,71.5,The University of Melbourne,6.9,69.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Yes,Well,,2023,11-25,,CSP,4,2.0
869,Non-Rural,78,62,62,67.33,66.0,,,,,,,The University of Wollongong,5.5,66.0,"['CSP', 'BMP']",1.0,0,0,0,3rd,,,Unsure,,2023,11-25,"ANU, Griffith, MQ, UNDS","['CSP', 'BMP']",3,2.0
870,Non-Rural,71,71,72,71.33,71.5,The University of Queensland (Metro),7.0,71.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,Yes,Unsure,,2023,11-25,,CSP,3,2.0
871,Non-Rural,59,65,72,65.33,67.0,Macquarie University,6.87,67.0,FFP,1.0,Yes,,,,['FFP'],,0,0,0,,,Yes,Poorly,,2023,51-100,,FFP,2,4.0
