Timestamp	Rurality	MMI Prep (hrs)	MMI Opinion	Offering Uni	Place Type	GPA	GAMSAT	Preference	Interviewing Uni	GPA	GAMSAT	Preference	Other Rejections	Places?	GEMSAS vs Other?	Status	Notes	UQ MP/RMP Tier	CASPer Quartile	Deakin Bonus	ANU Bonus	MQ Bonus (GPA)	UW GAMSAT	W GAMSAT	S1 Score	S2 Score	S3 Score
01/11/2023 18:36:58	Non-Rural	0-5	Well						The University of Wollongong	5.5	70.75	1	ANU, Deakin, UniMelb, UNDF, UNDS	CSP, BMP, FFP				N/A	2nd	0	0	0	68.67	70.75	61	68	77
01/11/2023 19:01:48	Rural	0-5	Well	Australian National University	BMP	6.46	64.5	1						CSP, BMP	Unsure		Strong UOW Portfolio	Tier 1 (DD RMP)	2nd	0	0	0	62	64.5	54	60	72
01/11/2023 19:04:27	Non-Rural	11-25	Well	Australian National University	CSP	6.925	71.25	1						CSP, BMP	No			N/A	N/A	2	2	0	70	71.25	67	68	75
01/11/2023 19:08:55	Rural	6-10	Very well	Deakin University	CSP	6.95	66.75	1						CSP, BMP	No		I will be declining my GEMSAS offer in favour of Flinders. Also received a Uni Melb BMP.	N/A	4th	10	0	0	67.67	66.75	75	64	64
01/11/2023 21:47:51	Non-Rural	26-50	Very well	Australian National University	CSP	6.56	74	3						CSP	No		GAM	N/A	N/A	0	2	0	72	74	63	73	80
01/11/2023 22:13:36	Non-Rural	51-100	Unsure	The University of Melbourne	CSP	6.688	72.33	1						CSP, BMP	Yes			N/A	N/A	0	2	0	72.33	75.75	67	64	86
01/11/2023 22:15:32	Rural	26-50	Unsure	The University of Wollongong	BMP	5.5	58	1						CSP, BMP	Yes		Strong, diverse portfolio- tennis coaching, multiple volunteer roles, marketing for hospital, sports, language, toastmasters	N/A	3rd	0	0	0	60.67	58	60	72	50
01/11/2023 22:32:15	Non-Rural	11-25	Well	The University of Melbourne	CSP	6.9	69.33	1						CSP, BMP	Yes			N/A	3rd	0	0	0	69.33	71.5	62	68	78
01/11/2023 22:41:00	Non-Rural	11-25	Unsure						The University of Wollongong	5.5	66	1	ANU, Griffith, MQ, UNDS	CSP, BMP				N/A	3rd	0	0	0	67.33	66	78	62	62
01/11/2023 23:13:13	Non-Rural	11-25	Unsure	The University of Queensland (Greater Brisbane)	CSP	7	71.33	1						CSP, BMP	Yes			N/A	3rd	0	0	0	71.33	71.5	71	71	72
02/11/2023 00:34:29	Non-Rural	51-100	Poorly	Macquarie University	FFP	6.87	67	1						FFP	Yes			N/A	N/A	0	0	0	65.33	67	59	65	72
02/11/2023 09:09:40	Non-Rural	11-25	Unsure						Australian National University	7	82.25	1	Deakin, Griffith, UniMelb, UQ, UoW	CSP, BMP				Tier 3	4th	0	0	0	77	82.25	65	68	98
02/11/2023 09:12:27	Non-Rural	11-25	Well	Deakin University	CSP	6.6	60.75	1						CSP, BMP	Yes			N/A	N/A	12	2	0	60.33	60.75	58	61	62
02/11/2023 09:19:28	Non-Rural	26-50	Very well	The University of Notre Dame Sydney	CSP	6.5	65	1						CSP, BMP, FFP	Yes		Registered nurse background, moderate strength portfolio	N/A	4th	4	0	0	65	63.25	62	75	58
02/11/2023 09:54:57	Rural	6-10	Poorly	The University of Melbourne	BMP	6.88	57.67	2						CSP, BMP	Unsure			N/A	N/A	0	0	0	57.67	59.5	51	57	65
02/11/2023 11:37:53	Rural	6-10	Very poorly	The University of Queensland (DD MP)	CSP	6.616	68	2	Griffith University	6.531	67	1	N/A	CSP, BMP	Yes		UQRMP Toowoomba	Tier 2	N/A	10	0	0	68	67	66	74	64
02/11/2023 12:50:19	Non-Rural	6-10	Poorly	The University of Melbourne	BMP	6.725	75	1						CSP, BMP	Yes			N/A	N/A	0	0	0	75	75.75	75	72	78
02/11/2023 13:49:59	Non-Rural	51-100	Well						Griffith University	7	70.25	1	Deakin, UniMelb, UNDS, UQ, UWA	CSP, BMP, FFP				N/A	3rd	0	0	0	67.67	70.25	63	62	78
02/11/2023 13:54:40	Non-Rural	250+	Well						The University of Notre Dame Fremantle	6.47	65	1	ANU, Deakin, UniMelb, UNDS, UWA	CSP, BMP				N/A	4th	2	0	0	65	63	67	71	57
02/11/2023 14:37:02	Non-Rural	0-5	Poorly	The University of Notre Dame Fremantle	BMP	6.9	67.67	6	The University of Notre Dame Sydney	6.9	67.67	1	ANU, Griffith, UniMelb, UNDS, UWA	CSP, BMP	Yes			N/A	1st	0	2	0	67.67	67.25	66	71	66
02/11/2023 22:06:19	Non-Rural	51-100	Very well	Griffith University	CSP	6.94	73.5	1						CSP	Yes			N/A	4th	0	0	0	73.33	73.5	72	74	74
02/11/2023 22:47:15	Rural	11-25	Unsure	The University of Notre Dame Fremantle	BMP	6.91	61.67	4	Griffith University	6.4	63.25	1	Deakin, UniMelb	CSP, BMP	Yes			N/A	2nd	0	0	0	61.67	63.25	58	59	68
03/11/2023 02:01:07	Non-Rural	51-100	Very well	The University of Western Australia	CSP	7	67	4						CSP, BMP	No			N/A	3rd	0	0	0	64.67	67	60	60	74
03/11/2023 02:53:57	Non-Rural	101-250	Very well	The University of Melbourne	CSP	6.98	70.67	1						CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	70.67	77.75	53	60	99
03/11/2023 12:18:05	Non-Rural	6-10	Well						The University of Queensland (Greater Brisbane)	7	68.67	1	Griffith	CSP, BMP				N/A	N/A	0	0	0	68.67	66.25	71	76	59
03/11/2023 13:16:36	Non-Rural	11-25	Well	The University of Notre Dame Fremantle	CSP	6.644	67.33	1						CSP, BMP	Yes		WA residency	N/A	4th	0	0	0	67.33	69.5	65	61	76
03/11/2023 17:33:51	Non-Rural	6-10	Well	The University of Notre Dame Fremantle	CSP	6.86	68.33	1						CSP, BMP	Yes		WA Residency	N/A	4th	0	0	0	68.33	65.75	81	66	58
03/11/2023 19:26:49	Rural	26-50	Well	The University of Western Australia	CSP	6.65	74.25	1						CSP, BMP	Unsure		WA Residency Bonus for UNDF	N/A	3rd	14	0	0	70.33	74.25	66	59	86
03/11/2023 20:12:07	Non-Rural	51-100	Very poorly						The University of Melbourne	6.96	74	1	ANU, Deakin, Griffith, UWA	CSP, BMP				N/A	N/A	0	0	0	74	73.75	69	80	73
04/11/2023 00:12:26	Rural	6-10	Well	The University of Notre Dame Fremantle	CSP	6.5	62.33	1						CSP, BMP, FFP	Yes		WA Residency	N/A	1st	0	0	0	62.33	62	60	66	61
04/11/2023 14:13:25	Non-Rural	0-5	Unsure						The University of Queensland (CQ-WB RMP)	7	66.33	3	Griffith, UNDS	CSP, BMP				Tier 3	3rd	0	2	0	66.33	66	59	75	65
04/11/2023 16:11:21	Rural	0-5	Well	The University of Queensland (DD MP)	CSP	5.3	61.67	1						CSP, BMP	No			Tier 2	2nd	8	0	0	61.67	59.75	65	66	54
04/11/2023 20:08:02	Rural	0-5	Well						Deakin University	5.912	65.5	1	N/A	CSP, BMP			Deakin RTS Tier 3	N/A	N/A	12	0	0	67.33	65.5	67	75	60
04/11/2023 20:20:48	Non-Rural	6-10	Well	The University of Western Australia	CSP	6.98	74	1						CSP, BMP	No			N/A	4th	0	0	0	72	74	64	72	80
04/11/2023 20:21:59	Non-Rural	6-10	Unsure	The University of Western Australia	CSP	7	70.5	1						CSP	No			N/A	4th	0	0	0	68.67	70.5	58	72	76
05/11/2023 02:20:18	Non-Rural	11-25	Unsure						The University of Wollongong	5.5	65	1	Deakin, Griffith, UniMelb, UNDS	CSP, BMP, FFP				N/A	4th	0	0	0	64	65	59	65	68
06/11/2023 15:11:13	Rural	26-50	Well	Griffith University	CSP	6.85	76.5	2	The University of Queensland (Greater Brisbane)	7	74.67	1	N/A	CSP, BMP	Yes		Was offered Griffith Sunshine Coast, which was my first campus preference	N/A	N/A	2	0	0	74.67	76.5	76	66	82
07/11/2023 11:04:18	Non-Rural	101-250	Well	The University of Melbourne	FFP	6.83	74.67	1						CSP, FFP	No		Nope	N/A	N/A	0	0	0	74.67	76.75	62	79	83
07/11/2023 18:10:14	Non-Rural	26-50	Well	The University of Queensland (Greater Brisbane)	CSP	7	71.67	1						CSP, BMP	Yes		First class honours at UQ is a GPA of 7	N/A	N/A	0	2	0	71.67	72.75	64	75	76
07/11/2023 21:22:24	Rural	0-5	Well	The University of Notre Dame Sydney	BMP	6.5	61.33	1						CSP, BMP	No			Tier 3	2nd	0	0	0	61.33	61.5	64	58	62
08/11/2023 12:14:21	Rural	11-25	Well	The University of Notre Dame Fremantle	CSP	5.948	57.33	1						CSP, BMP	No			N/A	3rd	6	0	0	57.33	57.5	61	53	58
08/11/2023 16:09:31	Rural	6-10	Very well	The University of Notre Dame Fremantle	BMP	5.8	56	1						CSP, BMP	Yes		WA residency, rural application	N/A	2nd	0	0	0	56	54.5	51	67	50
09/11/2023 16:30:55	Rural	26-50	Well	The University of Notre Dame Sydney	CSP	6.96	65	3	The University of Melbourne	6.9	65	1	Griffith	CSP, BMP	No			N/A	3rd	8	0	0	65	67.25	53	68	74
09/11/2023 19:44:27	Non-Rural	51-100	Very well	Deakin University	CSP	6.78	66.5	2						CSP, BMP, FFP	Yes			Tier 3	2nd	6	0	0	65.33	66.5	67	59	70
10/11/2023 15:39:13	Non-Rural	51-100	Very poorly	The University of Western Australia	CSP	6.76	76.75	1						CSP, BMP	Yes			N/A	4th	0	0	0	75.33	76.75	69	76	81
10/11/2023 17:05:22	Rural	6-10	Unsure	Griffith University	CSP	6.89	68.5	1						CSP, BMP	Yes			N/A	N/A	6	0	0	67.33	68.5	62	68	72
11/11/2023 16:15:52	Non-Rural	51-100	Unsure	Deakin University	CSP	6	69	5	The University of Wollongong	5.5	69	4	N/A	CSP, BMP	Yes		UoW interview score was 5th quintile	N/A	2nd	0	0	0	67.33	69	67	61	74
11/11/2023 21:05:40	Non-Rural	51-100	Unsure	The University of Melbourne	CSP	6.75	70.67	1						CSP, BMP	Yes			N/A	2nd	0	2	0	70.67	72.25	62	73	77
12/11/2023 16:51:32	Rural	51-100	Well	Deakin University	CSP	6.604	65.25	1						CSP, BMP	No		Deakin RTS Tier 3	Tier 2	N/A	12	4	0	62.33	65.25	56	57	74
14/11/2023 13:34:09	Non-Rural	6-10	Unsure						The University of Notre Dame Sydney	6.3	68	1	Deakin, Griffith, UniMelb, UQ, UoW	CSP, BMP				N/A	4th	0	0	0	68	68	66	70	68
14/11/2023 16:49:04	Rural	0-5	Unsure	Griffith University	CSP	6.92	62	1						CSP, BMP	No		Grif SC	N/A	N/A	0	0	0	61	62	58	60	65
15/11/2023 10:31:32	Non-Rural	6-10	Well	Australian National University	CSP	6.94	72.5	1						CSP, BMP	Unsure			N/A	2nd	0	0	0	72.33	72.5	66	78	73
15/11/2023 13:14:44	Non-Rural	11-25	Poorly						The University of Western Australia	6.81	64.5	4	Deakin, UniMelb	CSP, BMP, FFP				N/A	N/A	0	0	0	61	64.5	54	54	75
15/11/2023 21:39:43	Non-Rural	11-25	Unsure						Australian National University	6.72	73.75	2	UNDS, UQ, UWA	CSP, BMP, FFP				N/A	3rd	0	0	0	72	73.75	68	69	79
21/11/2023 15:43:48	Non-Rural	11-25	Well	The University of Melbourne	BMP	6.435	70.67	6	The University of Western Australia	6.435	71	2	Deakin, UNDS, UQ	CSP, BMP	Yes		UNDF wa residency	N/A	1st	0	0	0	70.67	71	68	72	72
21/11/2023 16:28:51	Non-Rural	11-25	Very well	Australian National University	CSP	6.958	66	5	The University of Wollongong	5.5	66	3	UNDS	CSP, BMP	Yes		GAM, 3rd quintile portfolio compared to other interviewees	N/A	2nd	2	2	0	68	66	73	71	60
22/11/2023 12:32:37	Non-Rural	26-50	Unsure						The University of Melbourne	6.84	69.67	1	ANU, Deakin, Griffith, UNDS, UQ	BMP				N/A	3rd	0	0	0	69.67	70	68	70	71
23/11/2023 15:14:17	Non-Rural	6-10	Very well	The University of Notre Dame Sydney	FFP	6.75	64.67	4						CSP, BMP, FFP	Yes			N/A	4th	6	0	0	64.67	61.75	71	70	53
23/11/2023 17:13:25	Non-Rural	26-50	Well	The University of Queensland (Greater Brisbane)	BMP	7	64.33	1						CSP, BMP, FFP	Yes		RMP interview; Second round Greater Brisbane offer	Tier 3	3rd	0	2	0	64.33	63.5	62	70	61
23/11/2023 17:14:40	Rural	0-5	Well	Griffith University	BMP	6.75	68.75	1						CSP, BMP	Yes			N/A	N/A	6	0	0	67	68.75	63	64	74
24/11/2023 12:45:00	Non-Rural	11-25	Well	The University of Queensland (Greater Brisbane)	BMP	7	72	1						CSP, BMP	Yes			Tier 3	N/A	0	0	0	72	70.5	82	68	66
24/11/2023 18:54:37	Non-Rural	11-25	Poorly	The University of Notre Dame Sydney	BMP	6.95	65	1						CSP, BMP	Yes		Second round offer (miracle)	N/A	4th	0	0	0	65	64.25	60	73	62
25/11/2023 11:06:29	Non-Rural	26-50	Unsure	The University of Notre Dame Sydney	FFP	6.997	64	3						CSP, BMP, FFP	Yes		second round offer	N/A	4th	0	0	0	64	62.5	64	70	58
26/11/2023 22:08:16	Rural	6-10	Very poorly	Australian National University	BMP	6.975	59.5	4	Deakin University	6.975	59.5	2	Griffith	CSP, BMP	Yes			N/A	1st	8	0	0	59	59.5	57	59	61
30/11/2023 20:19:19	Non-Rural	11-25	Unsure						The University of Melbourne	6.94	70	1	ANU, Deakin, Griffith, UQ, UWA	CSP, BMP, FFP				N/A	N/A	0	0	0	70	72	60	72	78
04/12/2023 12:49:19	Non-Rural	26-50	Unsure						Australian National University	6.844	66.5	4	UQ, UWA	CSP, BMP, FFP				N/A	N/A	0	0	0	67	66.5	63	73	65
07/12/2023 10:49:36	Non-Rural	11-25	Unsure						The University of Melbourne	7	71.33	1	ANU, Deakin, Griffith, UQ, UWA	CSP, BMP				N/A	N/A	0	0	0	71.33	72.75	69	68	77
13/12/2023 18:53:53	Non-Rural	101-250	Well	Deakin University	BMP	6.687	73	1						CSP, BMP	Yes			N/A	4th	2	0	0	68.67	73	59	61	86
17/12/2023 23:21:36	Rural	11-25	Very well	Australian National University	CSP	6.8	62.75	1						CSP, BMP	Yes			N/A	4th	0	0	0	63.33	62.75	61	68	61
21/12/2023 02:39:28	Rural	26-50	Well	Australian National University	BMP	6.9	67.5	3	Deakin University	6.9	67.5	1	Griffith, UniMelb, UQ, UWA	CSP, BMP	Yes			N/A	N/A	14	0	0	65.33	67.5	58	64	74
24/12/2023 19:07:34	Non-Rural	101-250	Well	Deakin University	CSP	6.906	69.75	2						CSP, BMP	Yes			N/A	N/A	2	2	0	66.67	69.75	57	64	79
05/01/2024 15:00:42	Rural	0-5	Very poorly	Deakin University	BMP	6.1	64	2	Griffith University	6.1	64	1	ANU, UniMelb, UWA, UoW	CSP, BMP	Yes			N/A	N/A	8	0	0	65.33	64	69	67	60
05/01/2024 15:27:05	Rural	250+	Very well	Deakin University	CSP	5.542	50	1						CSP, BMP	Yes		I did not do GAMSAT, I am rural tier 1.	N/A	N/A	16	0	0	50	50	50	50	50
05/01/2024 16:04:43	Non-Rural	26-50	Well	Deakin University	CSP	6.896	65.5	6	The University of Western Australia	6.896	65.5	4	Griffith	CSP, BMP	No			N/A	N/A	2	0	0	64	65.5	59	63	70
05/01/2024 16:44:28	Rural	11-25	Well	Deakin University	CSP	6.73	50	1						CSP, BMP	No		Deakin RTS. No GAMSAT required	N/A	N/A	12	0	0	50	50	50	50	50
05/01/2024 17:05:16	Rural	6-10	Unsure	Griffith University	BMP	6.49	56.75	1						CSP, BMP	Yes		Late offer.	N/A	N/A	0	0	0	59	56.75	63	64	50
05/01/2024 17:16:42	Rural	26-50	Well	Deakin University	CSP	6.53	59.75	1						CSP, BMP	Yes			N/A	2nd	8	0	0	60	59.75	59	62	59
05/01/2024 17:51:37	Non-Rural	6-10	Well	Deakin University	BMP	6.49	71.5	5	The University of Notre Dame Fremantle	6.49	70.67	2	ANU, UQ	CSP, BMP	Yes			Tier 3	3rd	2	2	0	70.67	71.5	68	70	74
06/01/2024 13:42:34	Non-Rural	0-5	Well						Griffith University	6.886	69.75	1	ANU, Deakin, UniMelb, UQ, UWA	CSP, BMP				N/A	N/A	0	0	0	68.67	69.75	68	65	73
06/01/2024 15:15:31	Rural	11-25	Well	Deakin University	BMP	6.7	55	2	The University of Melbourne	6.7	55	1	N/A	CSP, BMP	Yes		N/A	N/A	1st	10	0	0	55	55	51	59	55
06/01/2024 19:49:05	Non-Rural	11-25	Well	Griffith University	CSP	6.96	75	1						CSP, BMP	Yes			N/A	N/A	0	0	0	70.67	75	59	65	88
06/01/2024 22:03:33	Non-Rural	26-50	Well	The University of Wollongong	CSP	5.5	65.5	6						CSP, BMP	No		5th quintile Casper, 3rd quintile portfolio, 4th quintile interview. Received rural end-to-end offer.	N/A	4th	0	0	0	65.33	65.5	67	63	66
13/01/2024 01:29:51	Non-Rural	0-5	Very poorly	The University of Queensland (Greater Brisbane)	BMP	6.805	73	1						CSP, BMP	Unsure			N/A	4th	0	0	0	73	72	64	86	69
12/02/2024 17:19:08	Rural	11-25	Well	Griffith University	BMP	6.51	65.25	4	Deakin University	6.505	65.25	1	UniMelb, UoW	CSP, BMP	Yes		Received late offer from Griffith in Jan 2024. Didn't meet Casper hurdle requirement for UoW.	N/A	1st	10	0	0	62.33	65.25	57	56	74
18/03/2024 14:07:16	Non-Rural	11-25	Very poorly						The University of Notre Dame Sydney	6.5	64.67	2	ANU	CSP, BMP				N/A	2nd	0	0	0	64.67	64.5	65	65	64
12/05/2024 08:38:59	Non-Rural	0-5	Very poorly						Deakin University	6.9	56.25	1	N/A	CSP			NA	N/A	N/A	6	0	0	55.33	56.25	55	52	59
24/05/2024 11:14:44	Non-Rural	26-50	Well						Macquarie University	6.724	68	3	ANU, UniMelb, UQ	CSP, BMP, FFP				N/A	N/A	0	0	0	67.67	68	63	71	69
27/06/2024 22:32:25	Non-Rural	51-100	Poorly						The University of Notre Dame Fremantle	6.74	62	2	Griffith, UNDS, UoW	CSP, BMP, FFP				N/A	4th	6	0	0	62	61.5	52	74	60
12/07/2024 14:04:45	Non-Rural	26-50	Very poorly						The University of Wollongong	5.5	72	1	N/A, UoW	CSP				Tier 1 (CQ-WB RMP)	2nd	4	0	0	71	72	68	70	75
25/07/2024 19:35:25	Non-Rural	101-250	Well	The University of Melbourne	CSP	6.875	72.67	1						CSP, BMP	Yes			N/A	N/A	0	0	0	72.67	73.25	62	81	75
22/09/2024 20:51:37	Non-Rural	26-50	Very well	The University of Melbourne	CSP	6.3	80.33	1	The University of Notre Dame Fremantle	6.3	80.33	5	N/A	CSP, BMP, FFP	Yes			N/A	N/A	0	0	0	80.33	80	75	87	79
