Timestamp	Rurality	S1	S2	S3	UW GAMSAT	W GAMSAT	Outlier	Interviewing Uni	GPA	GAMSAT	1st Preference Uni	GPA	GAMSAT	2nd Preference Uni	GPA	GAMSAT	3rd Preference Uni	GPA	GAMSAT	4th Preference Uni	GPA	GAMSAT	5th Preference Uni	GPA	GAMSAT	6th Preference Uni	GPA	GAMSAT	CASPer Quartile	ANU Bonuses	Deakin Bonus	MQ Bonus	Deakin RTS Tier	Unimelb GAM	UNDF Bonuses	UNDS Bonuses	UQ MP/RMP Tier + Location	UoW Bonuses	Notes
07/09/2024 17:06:59	Non-Rural	67	84	66	72.33	70.75		The University of Notre Dame Sydney	6.844	72.33																			4th	0	0	0				None			0	unweighted gpa was 6.760, weighted 6.844
08/09/2024 11:31:03	Non-Rural	61	66	66	64.33	64.75					The University of Queensland (Greater Brisbane)	6.5	64.33																N/A	0	0	0							0	
08/09/2024 19:46:32	Rural	50	58	60	56	57		Australian National University	6.37	57																			2nd	0	0	0							0	
09/09/2024 18:19:12	Non-Rural	63	61	74	66	68		Griffith University	6.95	68	The University of Melbourne	6.93	66	Deakin University	6.95	68	Australian National University	6.95	68										1st	0	0	0	Did not apply	No					0	
10/09/2024 17:53:07	Non-Rural	67	66	69	67.33	67.75		The University of Notre Dame Fremantle	6.665	67.33	The University of Notre Dame Sydney	6.665	67.33																3rd	0	0	0			None	None			0	
11/09/2024 20:40:36	Non-Rural	56	71	55	60.67	59.25		The University of Wollongong	6.583	59.25																			4th	0	0	0							4	
12/09/2024 08:32:46	Non-Rural	63	76	57	65.33	63.25		The University of Notre Dame Sydney	6.743	65.33																			4th	0	0	0				None			0	
15/09/2024 12:10:16	Non-Rural	54	64	75	64.33	67		The University of Western Australia	6.9	67	Deakin University	6.9	67	The University of Notre Dame Sydney	6.9	64.33													2nd	0	2	0	Did not apply			None			0	
17/09/2024 17:37:48	Non-Rural	69	66	67	67.33	67.25		The University of Notre Dame Sydney	6.87	67.33	The University of Wollongong	6.87	67.25																4th	0	0	0				None			1	
17/09/2024 19:17:45	Rural	61	58	51	56.67	55.25		Deakin University	7	55.25																			N/A	0	8	0	Tier 2						0	
17/09/2024 23:01:51	Non-Rural	62	68	86	72	75.5		The University of Western Australia	6.5	75.5																			N/A	0	0	0							0	
17/09/2024 23:05:16	Non-Rural	59	67	68	64.67	65.5		The University of Notre Dame Fremantle	6.582	64.67	The University of Notre Dame Sydney	6.582	64.67	Australian National University	6.582	65.5	The University of Queensland (Greater Brisbane)	6.455	64.67	Griffith University	6.455	65.5							4th	0	0	0			None	None			0	
18/09/2024 18:46:29	Rural	64	61	52	59	57.25		Griffith University	6.69	57.25																			N/A	0	0	0							0	
19/09/2024 01:47:15	Non-Rural	65	64	76	68.33	70.25		The University of Western Australia	6.735	70.25	The University of Melbourne	6.757	68.33	Deakin University	6.735	70.25	Australian National University	6.735	70.25										2nd	0	2	0	Did not apply	No					0	
19/09/2024 21:55:02	Non-Rural	59	71	67	65.67	66		The University of Notre Dame Sydney	6.917	65.67																			4th	0	0	0				None			0	
20/09/2024 10:59:40	Non-Rural	60	66	74	66.67	68.5		The University of Notre Dame Fremantle	6.648	66.67	The University of Melbourne	6.622	66.67	The University of Western Australia	6.648	68.5													4th	0	0	0		No	None				0	
20/09/2024 23:18:59	Non-Rural	63	59	67	63	64		The University of Western Australia	6.979	64																			4th	0	0	0							0	
23/09/2024 11:05:41	Non-Rural	59	67	76	67.33	69.5		The University of Queensland (RMP/DDMP)	6.77	67.33																			N/A	0	0	0					Tier 3	Rockhampton	0	
23/09/2024 16:30:16	Non-Rural	61	60	63	61.33	61.75					The University of Melbourne	6.967	61.33	Deakin University	6.972	61.75	Griffith University	6.944	61.75	The University of Western Australia	6.944	61.75	Australian National University	6.972	61.75				N/A	0	6	0	Did not apply	No					0	
23/09/2024 19:09:01	Rural	57	56	64	59	60.25		Australian National University	6.9	60.25																			1st	0	0	0							0	
24/09/2024 11:39:48	Non-Rural	80	71	82	77.67	78.75		The University of Melbourne	7	77.67																			N/A	0	0	0		No					0	
26/09/2024 11:15:11	Non-Rural	62	78	63	67.67	66.5		The University of Melbourne	7	67.67																			N/A	0	0	0		No					0	
26/09/2024 11:18:15	Non-Rural	64	70	71	68.33	69		The University of Notre Dame Sydney	6.85	68.33																			4th	0	0	0				None			0	
26/09/2024 22:51:27	Non-Rural	66	64	78	69.33	71.5		The University of Western Australia	6.75	71.5																			2nd	0	0	0							0	
28/09/2024 19:45:51	Non-Rural	68	70	80	72.67	74.5		The University of Melbourne	6.83	72.67																			3rd	0	0	0		No					0	
29/09/2024 12:45:59	Rural	64	73	66	67.67	67.25		The University of Melbourne	6.45	67.67																			4th	0	0	0		Yes					0	
02/10/2024 11:35:28	Non-Rural	68	61	73	67.33	68.75		The University of Queensland (RMP/DDMP)	7	67.33																			N/A	0	0	0					Tier 3	Toowoomba	0	
02/10/2024 22:24:02	Rural	100	100	100	100	100		The University of Melbourne	6.2	100																			N/A	0	0	0		Yes					0	questions before only allowed a number 50-100 but I received an interview offer with no GAMSAT
04/10/2024 16:17:36	Non-Rural	53	59	54	55.33	55					The University of Melbourne	6.5	55.33																N/A	0	0	0		No					0	
05/10/2024 14:54:12	Non-Rural	67	60	93	73.33	78.25		The University of Melbourne	6.906	73.33																			N/A	0	0	0		Yes					0	
07/10/2024 19:30:45	Non-Rural	59	61	75	65	67.5		The University of Notre Dame Fremantle	6.51	65																			4th	0	0	0			WA Res				0	
